NumeroArticulo,DescripcionArticulo,EnStock,UnidadMedida,GrupoArticulos,UltimaFechaCompra,UltimoPrecioCompra,UltimaMonedaCompra,
EX-PR3-15,MS WEAR PLATE SET L&R,4,SET,REPUESTOS,02/02/2023,"7,076.08",COR,
EX-PR3-15P,MSB P15 SPACER (1 SET=2PCS),1,SET,REPUESTOS,02/02/2023,"3,773.91",COR,
EX-PR3-15R,THRUST RING (1 SET=2PCS),1,SET,REPUESTOS,02/02/2023,"8,255.43",COR,
EX-PR-32,CB15T RIGHT HAND COVER SPA1532,6,UNIDAD,REPUESTOS,31/07/2025,"5,088.95",COR,
EX-PR3-20L,MSB SPUR GEAR 20T-125-L,1,UNIDAD,REPUESTOS,31/10/2023,"34,358.31",COR,
EX-PR3-20R,MSB SPUR GEAR 20T-125-R,1,UNIDAD,REPUESTOS,31/10/2023,"34,358.31",COR,
EX-PR-33M,CB15T FLEXIBLE COUPLING (MALE)  SPA1533M,2,UNIDAD,REPUESTOS MODIPALM,05/10/2022,"17,518.39",COR,
EX-PR3-47,PRESS CONE (L) (´R),4,UNIDAD,REPUESTOS,09/04/2022,"4,649.74",COR,
EX-PR3-51,CONE GUIDE SUPPORT,2,UNIDAD,REPUESTOS,09/04/2022,"11,070.81",COR,
EX-PR-36,GEAR BOX PULLEY (3525-2517)  SPA1536,6,SET,REPUESTOS MODIPALM,18/11/2021,"4,920.91",COR,
EX-PR3-6,SPHERICAL ROLLER BEARING 22226,6,UNIDAD,REPUESTOS,02/02/2023,"13,169.38",COR,
EX-PR-37,MOTOR PULLEY (3525-2517)  SPA1537,6,SET,REPUESTOS MODIPALM,18/11/2021,"3,509.17",COR,
EX-PR3-7,SPHERICAL ROLLER BEARING 22220,5,UNIDAD,REPUESTOS,02/02/2023,"6,682.97",COR,
EX-PR3-9L,MAIN SHAFT DOUBLE FLAT KEY - L,1,UNIDAD,REPUESTOS,30/08/2024,"37,267.37",COR,
EX-PR-40H,ELECTRIM MOTOR 40HP 30KW 4P,1,UNIDAD,REPUESTOS MODIPALM,05/10/2022,"46,796.81",COR,
EX-PR-5,CB15T U COUPLING  SPA1505,26,UNIDAD,REPUESTOS MODIPALM,22/01/2024,"2,636.95",COR,
EX-PR-60,CB15T CONE GUIDE BUSH  SPA1560,15,UNIDAD,REPUESTOS MODIPALM,05/10/2022,"9,448.58",COR,
EX-PR-60A,CB15T LOCK NUT  SPA1560A,15,UNIDAD,REPUESTOS MODIPALM,05/10/2022,"1,419.31",COR,
EX-PR-61,CB15T GREASE PIPE  SPA1561,24,UNIDAD,REPUESTOS MODIPALM,22/01/2024,695.862,COR,
EX-PR-62,CB15T OUT LET PIECE  SPA1562,1,UNIDAD,REPUESTOS MODIPALM,18/11/2021,"5,001.35",COR,
EX-PR-7A,CB15T TEFLON PACKING  SPA1507A,196,UNIDAD,REPUESTOS MODIPALM,22/01/2024,183.122,COR,
EX-PR-7B,CB15T FELT RING  SPA1507B,12,UNIDAD,REPUESTOS MODIPALM,16/10/2023,"1,817.19",COR,
EX-PR-8,CB15T WORM LENGTHENING SHAFT SPA1508,12,UNIDAD,REPUESTOS MODIPALM,22/01/2024,"9,558.94",COR,
FU003,GLIFOSATO,11,LITROS,FUNGICIDA,19/09/2025,139.323,COR,
FU007,SEGO PLUS 2.5 EC,44,UNIDAD,FUNGICIDA,18/07/2025,"2,105.90",COR,
HC002,PLEDGE 50 WP (0.60KG),3,UNIDAD,HERBICIDAS,03/09/2025,"4,890.00",COR,
HE003,DISCO PARA CORTE INOXIDABLE ACERO CARB 9 x 5/64 x 7/8,186,UNIDAD,HERRAMIENTAS,24/10/2025,104.6,COR,
HE004,DISCO PARA DESBASTE METAL 4.5 X 1/4 X 7/8,397,UNIDAD,HERRAMIENTAS,04/10/2025,59.03,COR,
HE005,DISCO PARA DESBASTE METAL 9 X 1/4 X 7/8,397,UNIDAD,HERRAMIENTAS,05/07/2024,225.889,COR,
HE007,MANGUERA P/OXICORTE 1/4 TWINHOSE,50,PIE,HERRAMIENTAS,07/06/2025,38.208,COR,
HE008,KIT DE TUERCAS PARA MANGUERA CUATA,4,KIT,HERRAMIENTAS,12/06/2025,233.79,COR,
HE076,DISCO POLIFAN 4 1/2 Pulgadas,6,UNIDAD,HERRAMIENTAS,08/08/2025,125.408,COR,
HE078,ROTOR 1.1/2A-1.0 127MM 1/16 Pulgadas NF,1,UNIDAD,HERRAMIENTAS,03/11/2016,60.59,USD,
HE082,HERRAMIENTAS DE TRABAJO,8,UNIDAD,HERRAMIENTAS,09/11/2019,117.96,COR,
HE087,LLAVES HERRAMIENTAS,2,JUEGO,HERRAMIENTAS,04/11/2019,"2,400.00",COR,
HE088,LLAVE HERRAMIENTAS,4,UNIDAD,HERRAMIENTAS,30/11/2019,180,COR,
HE104,COMPRESOR 50LTS,6,UNIDAD,HERRAMIENTAS,10/09/2025,"14,800.00",COR,
HE106,CARRETA PARA CARGA,2,UNIDAD,HERRAMIENTAS,24/09/2025,"1,848.13",COR,
HE108,ENGRASADORA 26D7316,2,UNIDAD,HERRAMIENTAS,27/04/2022,323.72,USD,
HE117,DISCO DE DESBASTE DE 7X1/4X7/8,799,UNIDAD,HERRAMIENTAS,26/06/2024,133.391,COR,
HE127,LIMA PARA TORNERO DE 10 Pulgadas,6,UNIDAD,HERRAMIENTAS,03/09/2022,108,COR,
HE132,LIMA MEDIA CAÑA 12 Pulgadas,9,UNIDAD,HERRAMIENTAS,03/09/2022,154,COR,
HE155,PALA REDONDA,60,UNIDAD,HERRAMIENTAS,03/09/2025,328.52,COR,
HE159,ESMERIL DE BANCO 6 Pulgadas 5/8HP - DW756 DEWALT,1,UNIDAD,HERRAMIENTAS,17/03/2020,"6,215.00",COR,
HE162,LLAVE #21,1,UNIDAD,HERRAMIENTAS,15/04/2020,160,COR,
HE169,LLAVE STILSON #24,4,UNIDAD,HERRAMIENTAS,20/08/2025,"1,036.14",COR,
HE185,JUEGO DESTORNILLADOR AISLADO 1000V 7 PIEZAS STANLY,1,UNIDAD,HERRAMIENTAS,09/11/2024,"1,102.00",COR,
HE200,SIERRA CINTA PARA METAL 3/4,27,UNIDAD,HERRAMIENTAS,16/09/2020,"1,379.00",COR,
HE208,CAJA DE HERRAMIENTAS PZ 10020PT,1,UNIDAD,HERRAMIENTAS,31/07/2020,"10,980.00",COR,
HE215,DISCO PARA CORTE METAL A/C - 4.5 Pulgadasx1/16 Pulgadasx7/8 Pulgadas,175,UNIDAD,HERRAMIENTAS,24/10/2025,55.65,COR,
HE233,CUCHARA DE ALBAÑIL,1,UNIDAD,HERRAMIENTAS,18/09/2024,181.71,COR,
HE235,ENGRASADORA SKF - TLGB 20/110V,1,UNIDAD,HERRAMIENTAS,11/11/2020,545.48,USD,
HE246,MANOMETRO CON VALVULA DE 1/2 Pulgadas PARA DIAGNÓSTICO A/C,2,UNIDAD,HERRAMIENTAS,19/12/2020,40,USD,
HE247,EXTRACTOR DE AIRE INDUSTRIAL NIMBUS 24 Pulgadas,1,UNIDAD,HERRAMIENTAS,19/12/2020,"9,883.46",COR,
HE261,CINTA METRICA PROFESIONAL DE 1 Pulgadas X 8 METROS,2,UNIDAD,HERRAMIENTAS,31/07/2025,"1,116.00",COR,
HE292,MAZO PRETUL DE 6 LIBRAS,4,UNIDAD,HERRAMIENTAS,18/09/2024,716.38,COR,
HE302,MAZO DE HULE,3,UNIDAD,HERRAMIENTAS,01/02/2023,100,COR,
HE303,ENGRASADORA SKF 26D7316577088031,1,UNIDAD,HERRAMIENTAS,14/07/2023,"2,364.94",COR,
HE306,PRENSA SARGENTO GATILLO 6 Pulgadas 100 LBS,1,UNIDAD,HERRAMIENTAS,18/05/2021,536.25,COR,
HE307,LLAVE TRM6A 33-21MMX41MM KT-32559,1,UNIDAD,HERRAMIENTAS,18/05/2021,"1,960.00",COR,
HE308,MANERAL P/LLAVE DE RUEDA 22 Pulgadas KT-32318,1,UNIDAD,HERRAMIENTAS,18/05/2021,"1,220.00",COR,
HE315,COPA IMPACTO LARGA 1.3/16 MANDO 1 Pulgadas 30MM,1,UNIDAD,HERRAMIENTAS,05/07/2021,"3,788.68",COR,
HE318,EMBANQUE CAP 5 TONELADAS (PAR),1,UNIDAD,HERRAMIENTAS,05/07/2021,"13,662.90",COR,
HE323,BASE MAGNETICA 176 LBF DG-61003,1,UNIDAD,HERRAMIENTAS,05/07/2021,"3,990.00",COR,
HE329,PRENSA FERRULES - MARCA WESTERN,1,UNIDAD,HERRAMIENTAS,21/07/2021,"1,197.73",COR,
HE330,MANIJA PARA MOLDE CADWELD,1,UNIDAD,HERRAMIENTAS,20/07/2021,60.8,USD,
HE344,LLAVE 8MMX10,1,UNIDAD,HERRAMIENTAS,28/07/2021,8.01,USD,
HE346,JUEGO ARRESTADOR DE FLAMA FA-10 SFBK-200,12,UNIDAD,HERRAMIENTAS,26/08/2021,"1,385.49",COR,
HE352,UNE REFLEJADOR P/CINTA BANDIT 3/4 Pulgadas,1,UNIDAD,HERRAMIENTAS,26/03/2022,169,USD,
HE363,JUEGO DE COPAS (DADOS) 3/8 DE 20 PIEZAS MANERAL Y RASH,2,UNIDAD,HERRAMIENTAS,04/01/2022,"3,307.40",COR,
HE364,PALIN MALAYO 4 Pulgadas,6,UNIDAD,HERRAMIENTAS,08/01/2022,"1,350.35",COR,
HE365,PALIN MALAYO 5 Pulgadas,5,UNIDAD,HERRAMIENTAS,08/01/2022,"1,454.22",COR,
HE366,MICROBRITE PLUS LED (MICROSCOPIO DE BOLSILLO),6,UNIDAD,HERRAMIENTAS,18/01/2022,557.84,COR,
HE376,LLAVE COMBINADA 65MM,2,UNIDAD,HERRAMIENTAS,18/03/2022,"12,600.00",COR,
HE377,COPA DE IMPACTO LARGA 1-5/16 Pulgadas MANDO 1/2 Pulgadas,1,UNIDAD,HERRAMIENTAS,18/03/2022,814.3,COR,
HE378,COPA DE IMPACTO LARGA 1-5/16 Pulgadas MANDO 3/4 Pulgadas,13,UNIDAD,HERRAMIENTAS,24/03/2022,25.6,USD,
HE384,PINZA LEVANTA CHAPA VERTPU 1TON,1,UNIDAD,HERRAMIENTAS,30/04/2022,119,USD,
HE385,PINZA LEVANTA CHAPA VERTPU 2TON,2,UNIDAD,HERRAMIENTAS,30/04/2022,119,USD,
HE391,LLAVE P/PORTA PINZA ER40-ISCAR,1,UNIDAD,HERRAMIENTAS,29/06/2022,"1,272.00",COR,
HE396,MARCO DE SIERRA,4,UNIDAD,HERRAMIENTAS,01/10/2025,160,COR,
HE399,LLAVE TORK T20,2,UNIDAD,HERRAMIENTAS,11/09/2024,68,COR,
HE414,BOMBA MATABI EVOLUTION SUPER 20 LTS,1,UNIDAD,HERRAMIENTAS,04/05/2023,104.135,USD,
HE415,PRENSA DE BANCO STANLEY 8 Pulgadas HEAVY DUTTY,1,UNIDAD,HERRAMIENTAS,12/05/2023,"6,821.74",COR,
HE419,PISTOLA P/PINTAR DE GRAVEDAD,5,UNIDAD,HERRAMIENTAS,12/09/2025,553.685,COR,
HE422,DESARMADOR 1000V STANLEY,2,UNIDAD,HERRAMIENTAS,27/03/2024,239.2,COR,
HE425,KNOCKOUT PUNCH 1/2 Pulgadas,1,UNIDAD,HERRAMIENTAS,14/02/2025,"1,503.48",COR,
HE426,KNOCKOUT PUNCH 3/4 Pulgadas,1,UNIDAD,HERRAMIENTAS,03/07/2024,"4,125.00",COR,
HE434,BASCULA DE MESA ACERO INOX CAPACIDAD 6KG MOD. SUPER SS,1,UNIDAD,HERRAMIENTAS,25/07/2025,"6,441.03",COR,
HE437,MANGUERA ARMADA DE OXICORTE DE 1/4 Pulgadasx50 Pulgadas,1,UNIDAD,HERRAMIENTAS,11/06/2025,"2,639.81",COR,
HE440,CINTA METRICA 5MTS,1,UNIDAD,HERRAMIENTAS,15/10/2025,455.63,COR,
HE445,COMPAS P/INT 4 MEDA,1,UNIDAD,HERRAMIENTAS,11/09/2024,160,COR,
HE450,CAMARA TERMOGRAFICA UNIT-PRO MOD.UTi260B,1,UNIDAD,HERRAMIENTAS,16/10/2024,420,USD,
HE453,CARGADOR 191L69-8 + BATERIA BL1850B MAKITA,1,UNIDAD,HERRAMIENTAS,30/10/2024,"6,490.63",COR,
HE454,CALIBRADOR DE ALAMBRE PARA EMBOBINAR,5,UNIDAD,HERRAMIENTAS,02/11/2024,59.5,USD,
HE455,PISTOLA DE IMPACTO NEUMATICA INGERSOLL RAND 1 Pulgadas MOD.285B-6,1,UNIDAD,HERRAMIENTAS,02/11/2024,"45,100.00",COR,
HE456,REDUCTOR DE 1 Pulgadas HEMBRA A 3/4 Pulgadas MACHO,1,UNIDAD,HERRAMIENTAS,02/11/2024,"2,200.00",COR,
HE460,DISCO PARA MADERA 7-1/4 Pulgadas,6,UNIDAD,HERRAMIENTAS,22/01/2025,207.83,COR,
HE471,JUEGO DE DADOS Y MACHUELOS 24 PIEZAS,1,UNIDAD,HERRAMIENTAS,26/02/2025,"2,751.24",COR,
HE474,BASCULA DE PISO ACERO INOX CISGO MOD.X10 CAPACIDAD 150KG,2,UNIDAD,HERRAMIENTAS,16/07/2025,"15,000.00",COR,
HE476,JUEGO CARGADOR M12-18 + BATERIA M18 MILWAUKEE,2,UNIDAD,HERRAMIENTAS,25/06/2025,"10,500.00",COR,
HE480,SOLDADOR TIPO INVERSOR RONCH MOD.200 ARC DV,1,UNIDAD,HERRAMIENTAS,12/06/2025,"12,992.22",COR,
HE482,LIMA CUADRADA 10 Pulgadas 2DO CORTE C/MANGO,1,UNIDAD,HERRAMIENTAS,13/06/2025,773.3,COR,
HE484,BROCA ESP LISA LARGA 3/4 PulgadasX9-3/4 Pulgadas,2,UNIDAD,HERRAMIENTAS,02/07/2025,"3,766.75",COR,
HE485,BROCA ESP LISA LARGA 7/8 PulgadasX10 Pulgadas,1,UNIDAD,HERRAMIENTAS,02/07/2025,"5,052.10",COR,
HE486,LLAVE STILSON #8,2,UNIDAD,HERRAMIENTAS,09/07/2025,156.93,COR,
HE487,JUEGO DE LLAVES ALLEN 8PZ,3,UNIDAD,HERRAMIENTAS,09/07/2025,36.29,COR,
HE488,MARTILLO DOBLE CABEZA,3,UNIDAD,HERRAMIENTAS,09/07/2025,421.75,COR,
HE489,TRONZADORA 14 Pulgadas MAKITA MOD.LW1401,1,UNIDAD,HERRAMIENTAS,09/07/2025,"9,697.57",COR,
HE492,JUEGO DE LLAVES COMBINADAS STANLEY 14 PIEZAS,2,UNIDAD,HERRAMIENTAS,10/07/2025,"4,829.00",COR,
HE495,BROCA ESP LISA LARGA 5/8 PulgadasX8-3/4 Pulgadas,3,UNIDAD,HERRAMIENTAS,24/10/2025,"3,069.93",COR,
HE499,TENAZA INSULADA 8 Pulgadas 1000V,2,UNIDAD,HERRAMIENTAS,15/08/2025,"3,859.00",COR,
HE500,JUEGO DESTORNILLADORES 1000V 2 PIEZAS,2,UNIDAD,HERRAMIENTAS,15/08/2025,"1,279.00",COR,
HE501,JUEGO DE COPA 42 PIEZAS MANDO 1/2 Pulgadas,2,UNIDAD,HERRAMIENTAS,20/08/2025,"6,835.74",COR,
HE504,CAUTIN PUNTA DE SOLDADURA DE ESTAÑO 60W-110V,2,UNIDAD,HERRAMIENTAS,10/09/2025,"1,200.00",COR,
HE505,POLIPASTO POLEA DIFERENCIAL BEZALIFT 5000KGX3M,2,UNIDAD,HERRAMIENTAS,17/09/2025,"19,331.45",COR,
HE506,POLIPASTO POLEA DIFERENCIAL BEZALIFT 10000KGX3M,1,UNIDAD,HERRAMIENTAS,17/09/2025,"34,562.51",COR,
HE508,LLAVE AJUSTABLE 12 Pulgadas,1,UNIDAD,HERRAMIENTAS,24/09/2025,584.97,COR,
HE509,BOMBA PLASTICA PARA FUMIGAR 1.3GAL MANUAL,3,UNIDAD,HERRAMIENTAS,24/09/2025,599.13,COR,
HE510,ESCUADRA DE PRESICION 1000X500MM,1,UNIDAD,HERRAMIENTAS,02/10/2025,"3,196.00",COR,
HE511,REGLA FLEXIBLE ACERO 300MM,1,UNIDAD,HERRAMIENTAS,02/10/2025,215.1,COR,
HE512,COMPAS DE PUNTAS 320MM,1,UNIDAD,HERRAMIENTAS,02/10/2025,828,COR,
HE513,COMPAS PARA TALLER 250MM,1,UNIDAD,HERRAMIENTAS,02/10/2025,765,COR,
HE514,ESCUACUADRA P/CENTRAR 130MM,1,UNIDAD,HERRAMIENTAS,02/10/2025,"2,492.10",COR,
HE518,ESMERILADORA MILWAUKEE DE 9 Pulgadas MOD.6087-30,1,UNIDAD,HERRAMIENTAS,04/10/2025,"5,934.68",COR,
HE519,DISCO DE SIERRA CIRCULAR 190MM,3,UNIDAD,HERRAMIENTAS,15/10/2025,879.353,COR,
HE520,JUEGO DE LLAVES COMBINADAS 25PZ,3,UNIDAD,HERRAMIENTAS,20/10/2025,"16,395.55",COR,
HE521,ESMERILADORA INALAMBRICA  4-1/2 MILWAUKEE MOD.2880-22,1,UNIDAD,HERRAMIENTAS,, -   ,,
HE522,BATERIAS M18 MILWAUKEE 6.0AH 18V XC6.0 (2PZS),2,UNIDAD,HERRAMIENTAS,, -   ,,
LAB001,AQUAMERCK DUREZA TOTAL,5,PAQUETES,ACCESORIOS,30/12/2022,"7,675.56",COR,
LAB002,INDICADOR UNIVERSAL PH,15,KIT,ACCESORIOS,07/11/2022,21.85,USD,
LAB007,CAPSULA PORCELANA,12,UNIDAD,ACCESORIOS,22/10/2025,370,COR,
LAB009,HIDROXIDO DE SODIO,20,LITROS,ACCESORIOS,26/06/2025,552.735,COR,
LAB012,PROBETA GRADUADA 100ML,6,UNIDAD,LABORATORIO,20/10/2023,"1,604.25",COR,
LAB013,AQUAMERCK ALKALINIDAD,8,SET,LABORATORIO,22/03/2024,"10,230.36",COR,
LAB014,MICROQUANT SILICE,1,KITS,LABORATORIO,22/03/2024,"23,404.57",COR,
LAB016,ALCOHOL 95%,2,GALON,LABORATORIO,05/01/2023,23,USD,
LAB018,CORROSTYL -S,75,KILOGRAMOS,LABORATORIO,, -   ,,
LAB019,HOFFMANN CH-90,350,KILOGRAMOS,LABORATORIO,, -   ,,
LAB021,ALGODÓN PROSAN,8,ROLLO,ACCESORIOS,29/10/2025,96,COR,
LAB029,AQUAMERCK SULFITO,6,UNIDAD,ACCESORIOS,05/01/2023,198.6,USD,
LAB030,FENOLTALEINA DE 100G,2,UNIDAD,LABORATORIO,03/11/2022,"1,738.32",COR,
LAB031,MICROQUANT FOSFATO,4,KIT,LABORATORIO,22/03/2024,854.061,USD,
LAB032,RECIPIENTE PLASTICO DE 6 OZ,"1,100.00",UNIDAD,LABORATORIO,29/08/2025,3.65,COR,
LAB033,TAPON PLASTICO PARA RECIPIENTE DE 6 OZ,"2,100.00",UNIDAD,LABORATORIO,29/08/2025,0.75,COR,
LAB041,AQUAQUANT HIERRO 300 DET,3,SET,LABORATORIO,05/01/2023,295.68,USD,
LAB049,CEPILLO PARA LAVAR CRISTALERIA,40,JUEGO,LABORATORIO,08/10/2025,"2,440.73",COR,
LAB053,PLATO PETRI VIDRIO 100X15MM,10,UNIDAD,LABORATORIO,30/09/2021,82.32,COR,
LAB055,MAGNETOS PK/16,1,PAQUETE,LABORATORIO,16/07/2024,"2,141.47",COR,
LAB056,HIDROXIDO SODICO FOR 1000ml - 9956,1,UNIDAD,LABORATORIO,07/01/2020,48.64,USD,
LAB057,HIDROXIDO SODICO EN SOLUCION FOR 1000ml - 9958,2,UNIDAD,LABORATORIO,07/01/2020,45.02,USD,
LAB058,HIDROXIDO SODICO FOR 1000ml - 9959,2,UNIDAD,LABORATORIO,07/01/2020,43.74,USD,
LAB059,ACIDO ACETICO ACS,2.5,LITROS,LABORATORIO,25/11/2020,383.04,COR,
LAB060,ISOOCTANO MERCK ACS,4,LITROS,LABORATORIO,19/01/2024,"1,546.88",COR,
LAB061,TIOSULFATO DE SODIO,12,LITROS,LABORATORIO,07/06/2024,506.25,COR,
LAB063,YODURO DE POTASIO ACS 500 GR,1,UNIDAD,LABORATORIO,31/07/2023,"3,622.50",COR,
LAB068,FILTRO DE CAFÉ,9,PAQUETE,LABORATORIO,10/07/2025,183.943,COR,
LAB069,MANTA DE CALENTAMIENTO MODELO 98-V-B6/500,1,UNIDAD,LABORATORIO,22/11/2023,"2,575.87",USD,
LAB070,SOXLET CON BALON DE 250ml MARCA PYREX,11,UNIDAD,LABORATORIO,02/05/2025,"13,743.92",COR,
LAB074,ERLENMEYER GRADUADO DE 250ml - BOCA ANGOSTA,2,UNIDAD,LABORATORIO,13/10/2021,7.103,USD,
LAB075,PROBETA GRADUADA 1000ML,1,UNIDAD,LABORATORIO,30/04/2021,"12,844.17",COR,
LAB076,BURETA CON LLAVE DE TEFLON DE 10ml,4,UNIDAD,LABORATORIO,19/08/2023,"3,322.02",COR,
LAB080,RESINA ANIONICA PFA400MB,8,FT3,LABORATORIO,18/08/2023,"10,124.09",COR,
LAB082,BAKER DE VIDRIO 50ml CLASE A - 102001201,9,UNIDAD,LABORATORIO,20/10/2023,281.25,COR,
LAB085,SOLUCION DE WIJS PARA DETERMINAR INDICE DE YODO,1,UNIDAD,LABORATORIO,31/07/2023,"9,375.00",COR,
LAB089,HANNA SOLUCION ELECTROLITICA PARA SONDAS OXIGENO DISUELTO 500ML,2,UNIDAD,LABORATORIO,09/04/2021,698.04,COR,
LAB092,HANNA MEMBRANA DE REPUESTO 2 PIEZAS HI764080,1,UNIDAD,LABORATORIO,09/04/2021,"1,379.89",COR,
LAB093,HANNA MEMBRANA PARA SONDAS KIT DE 5 PIEZAS HI76407,1,UNIDAD,LABORATORIO,09/04/2021,"2,952.29",COR,
LAB094,HANNA CABLE USB PARA CONECCION A PC HI920013,1,UNIDAD,LABORATORIO,09/04/2021,"1,502.97",COR,
LAB095,HANNA CABLE USB A MICRO USB PARA LOS MEDIDORES HI920015,1,UNIDAD,LABORATORIO,09/04/2021,"1,563.88",COR,
LAB096,HANNA PROGRAMA COMPATIBLE MEDIDORES DE REGISTRO  FOTOMETROS  MEDIDORES DE TURBIDES,1,UNIDAD,LABORATORIO,09/04/2021,"3,838.14",COR,
LAB098,RESINA CATIONICA C100H CFT,15,FT3,LABORATORIO,18/08/2023,"4,094.76",COR,
LAB100,HANNA SOLUCION CERO PARA OXIGENO DISUELTO HI7040L,2,UNIDAD,LABORATORIO,12/01/2023,"2,429.39",COR,
LAB105,MCOLOR TES HIERRO BAJA,2,UNIDAD,LABORATORIO,09/06/2022,317.78,USD,
LAB106,ACIDO SULFURICO,7,BARRIL,LABORATORIO,06/10/2021,208.6,USD,
LAB107,BEAKER GRIFFIN DOBLE ESCALA 600ML,18,UNIDAD,LABORATORIO,30/09/2021,246.95,COR,
LAB108,BEAKER GRIFFIN DOBLE ESCALA 1000ML,12,UNIDAD,LABORATORIO,19/08/2023,406.02,COR,
LAB109,BALONES DE EBULLICION DE FONDO PLANO BOCA ESMERILADA 250ML,14,UNIDAD,LABORATORIO,02/05/2025,"1,291.66",COR,
LAB110,BEAKER PLASTICO SEMITRANSPARENTE 250 ML,19,UNIDAD,LABORATORIO,10/04/2024,6.3,USD,
LAB111,FRASCO GOTERO DE VIDRIO CON TAPON Y PIPETA 30 ML,7,UNIDAD,LABORATORIO,30/09/2021,41.16,COR,
LAB114,TUBO CENTRIFUGA 15ML PK/50,323,UNIDAD,LABORATORIO,20/10/2023,13.5,COR,
LAB116,SODA CAUSTICA EN ESCAMAS,925,KILOGRAMOS,LABORATORIO,20/10/2025,39,COR,
LAB117,SULFATO DE COBRE SOL PENTH 12S+25CU,25,KILOGRAMOS,LABORATORIO,15/11/2024,380,COR,
LAB118,ALCOHOL ETILICO (ETANOL ABOSLUTO) 99.9%,8,GALON,LABORATORIO,02/10/2025,"1,738.05",COR,
LAB122,HIDROXIDO DE SODIO 1KG,1,UNIDAD,LABORATORIO,30/11/2022,101.46,USD,
LAB123,SONDA DE OXIGENO Y TEMPERATURA 72 Pulgadas OXYTEMP72,1,UNIDAD,LABORATORIO,03/12/2022,"106,909.41",COR,
LAB124,SENSOR DE OXIGENO DE REPUESTO CON ENCHUFE REPLOXY,1,UNIDAD,LABORATORIO,03/12/2022,"7,000.02",COR,
LAB125,PUNTA DE REPUESTO PARA OXYTEMP REPLTIP,1,UNIDAD,LABORATORIO,03/12/2022,"2,969.71",COR,
LAB126,PAPEL FILTRO GRADO P4 PK/100,4,UNIDAD,LABORATORIO,22/12/2022,6.62,USD,
LAB127,NITRIFICATION INHIBIDOR FOR OD FORMULA 2533,4,UNIDAD,LABORATORIO,12/01/2023,51.63,USD,
LAB137,PEROXIDE VALUE BULK FOR 250 TEST HS:38220099 UN1987 (REACTIVO QUE MIDE EL VALOR DEL PEROXIDO EN EL A,2,UNIDAD,LABORATORIO,08/07/2024,"30,662.66",COR,
LAB139,DOBI AND CAROTENE 100ML HS:38220099 UN1219 (REACTIVO QUE MIDE EL VALOR DE YODO EN EL ACEITE COMESTIB,2,UNIDAD,LABORATORIO,27/07/2024,"18,617.61",COR,
LAB140,PRUEBA DE NITROGENO (VIALES)  TOTAL ALTO RANGO (2-150 mg/L) 16mm CAJA DE 150 UND.,2,SET,LABORATORIO,24/09/2025,"15,566.79",COR,
LAB142,MATRAZ DE ERLENMEYER KITASATO DE 1000ML,6,UNIDAD,LABORATORIO,24/06/2023,44.5,USD,
LAB144,PIPETA MICROPETTE PLUS,1,UNIDAD,LABORATORIO,14/07/2023,80,USD,
LAB145,PUNTA DE MICROPIPETA 10 MICROLITROS,"3,000.00",UNIDAD,LABORATORIO,14/07/2023,0.02,USD,
LAB147,ACIDO CLORHIDRICO  ACS PLUS 2.5 LT,1,UNIDAD,LABORATORIO,31/07/2023,"1,800.00",COR,
LAB148,TIOSULFATO DE SODIO ANHIDRO 500 G,1,UNIDAD,LABORATORIO,31/07/2023,"1,875.00",COR,
LAB149,PIPETA SEROLOGICA DE VIDRIO BOROSILICATO 25 ML,4,UNIDAD,LABORATORIO,19/08/2023,406.02,COR,
LAB150,BALON VOLUMETRICO CLASE A 1000 ML,4,UNIDAD,LABORATORIO,19/08/2023,"1,291.90",COR,
LAB151,PROBETA GRADUADA 50 ML,4,UNIDAD,LABORATORIO,19/08/2023,442.94,COR,
LAB152,ADAPTADOR DE TUBO ANGULAR CON JUNTA CÓNICA ESTÁNDAR 24/40,4,UNIDAD,LABORATORIO,19/08/2023,"1,291.90",COR,
LAB153,AGUA DE ALTA PUREZA USP/NF 5 GALONES,1,UNIDAD,LABORATORIO,19/10/2023,"2,250.00",COR,
LAB154,TIOSULFITO DE SODIO SOLUCION ESTANDARIZADA 1L,2,UNIDAD,LABORATORIO,10/07/2024,57.14,USD,
LAB155,FRASCO CON TAPON 500ML (NO.5400),7,UNIDAD,LABORATORIO,10/07/2024,40.52,USD,
LAB156,MATRAZ AFORADO CLASE A 1000ML,1,UNIDAD,LABORATORIO,20/10/2023,"7,323.00",COR,
LAB157,BALON DE EBULLICION FONDO REDONDO 250ML,15,UNIDAD,LABORATORIO,17/11/2023,"2,826.00",COR,
LAB158,DISPENSADOR DE BOTELLA VOLUMEN 10 A 100 ML,1,UNIDAD,LABORATORIO,20/10/2023,"13,961.25",COR,
LAB159,BOMBA DE PIPETA UNIVERSAL,1,UNIDAD,LABORATORIO,20/10/2023,375,COR,
LAB160,PIPETA DESECHABLE DE 3ML PK/500,1,UNIDAD,LABORATORIO,20/10/2023,"1,500.00",COR,
LAB162,MATRAZ ERLENMEYER 500ML,1,UNIDAD,LABORATORIO,20/10/2023,450,COR,
LAB163,MATRAZ ERLENMEYER GRADUADO 250ML - BOCA ANCHA,27,UNIDAD,LABORATORIO,20/12/2023,15.283,USD,
